record_id	mention_count	ann_text_en	ann_text_de_old	ann_text_de	general_definition_en	lay_definition_en	lay_definition_de
CARDIO_001547	6	P - R interval	P-R-Intervall	P-R-Intervall	A non-metal element that has the atomic symbol P, atomic number 15, and atomic weight 31. It is an essential element that takes part in a broad variety of biochemical reactions. - A unit of exposure to ionizing radiation in CGS system. One roentgen is the amount of gamma or x-rays required to produce ions resulting in a charge of 2.58E-4 coulombs/kilogram of air under standard conditions. The time interval between the start of the P wave and the beginning of the QRS complex in the cardiac cycle.	A measure of time between electrical signals in the heart.	Ein Maß für den Zeitabstand zwischen elektrischen Signalen im Herzen.
CARDIO_001548	7	QTc	QTc	QTc	An electrocardiographic finding of a QT interval corrected for heart rate that is shorter than the lower limit of normal. Thresholds for different age, gender, and patient populations exist. (CDISC)	The estimated QT interval of the heart cycle at a standard heart rate that helps identify potential heart rhythm issues.	Das geschätzte QT-Intervall des Herzzyklus bei einer Standardherzfrequenz, das dabei hilft, mögliche Herzrhythmusstörungen zu erkennen.
CARDIO_001549	3	LVOT	LVOT	LVOT	LVOT	LVOT refers to a part of the heart called the left ventricle.	LVOT bezeichnet einen Teil des Herzens, der als linker Ventrikel bezeichnet wird.
CARDIO_001550	1	Chagas disease	Chagas-Krankheit	Chagas-Krankheit	Infection with the protozoan parasite TRYPANOSOMA CRUZI, a form of TRYPANOSOMIASIS endemic in Central and South America. It is named after the Brazilian physician Carlos Chagas, who discovered the parasite. Infection by the parasite (positive serologic result only) is distinguished from the clinical manifestations that develop years later, such as destruction of PARASYMPATHETIC GANGLIA; CHAGAS CARDIOMYOPATHY; and dysfunction of the ESOPHAGUS or COLON.	A disease caused by a bug in tropical areas that can affect the heart.	Eine durch ein Insekt in tropischen Gebieten verursachte Krankheit, die das Herz befallen kann.
CARDIO_001551	4	endocardial	endokardial	endokardial	The innermost layer of the heart, comprised of endothelial cells.	The inside of the heart.	Das Innere des Herzens.
CARDIO_001552	5	anginal	anginal	anginal	The symptom of paroxysmal pain consequent to MYOCARDIAL ISCHEMIA usually of distinctive character, location and radiation. It is thought to be provoked by a transient stressful situation during which the oxygen requirements of the MYOCARDIUM exceed that supplied by the CORONARY CIRCULATION.	Heart muscle pain-related.	Im Zusammenhang mit Herzmuskelschmerzen.
CARDIO_001553	1	autonomic dysreflexia	autonome Dysreflexie	autonome Dysreflexie	A syndrome associated with damage to the spinal cord above the mid thoracic level (see SPINAL CORD INJURIES) characterized by a marked increase in the sympathetic response to minor stimuli such as bladder or rectal distention. Manifestations include HYPERTENSION; TACHYCARDIA (or reflex bradycardia); FEVER; FLUSHING; and HYPERHIDROSIS. Extreme hypertension may be associated with a STROKE. (From Adams et al., Principles of Neurology, 6th ed, pp538 and 1232; J Spinal Cord Med 1997;20(3):355-60)	A condition causing a sudden rise in blood pressure, often seen in individuals with spinal cord injuries.	Ein Zustand, der einen plötzlichen Blutdruckanstieg verursacht und häufig bei Menschen mit Rückenmarksverletzungen auftritt.
CARDIO_001554	1	ventricular	ventrikulär	ventrikulär	An electrocardiographic finding in which two premature ventricular complexes occur sequentially. (CDISC)	Abnormal heartbeats that begin in the lower chambers of the heart.	Herzrhythmusstörungen, die in den unteren Herzkammern entstehen.
CARDIO_001555	1	diagonals	Diagonalen	Diagonalen	At an angle; having an oblique or slanted direction.	A diagonal artery is one of the branches of the left anterior descending artery in the heart.	Eine diagonale Arterie ist einer der Äste der linken vorderen absteigenden Arterie im Herzen.
CARDIO_001556	4	diagonal artery	Diagonalarterie	Diagonalarterie	diagonal artery	An artery that supplies blood to the heart.	Eine Arterie, die das Herz mit Blut versorgt.
CARDIO_001557	6	pacing	Schrittfrequenz	Stimulation	pacing	Having a pacemaker control your heart rate.	Ein Herzschrittmacher regelt Ihre Herzfrequenz.
CARDIO_001558	1	Contak Renewal	Verlängerung von Contak	Contak Renewal	Contak Renewal	A device that helps treat heart failure.	Ein Gerät, das bei der Behandlung von Herzinsuffizienz hilft.
CARDIO_001559	1	Insignia Entra	Insignia Entra	Insignia Entra	Insignia Entra	Insignia Entra is a type of pacemaker.	Insignia Entra ist ein Herzschrittmachertyp.
CARDIO_001560	1	cardiovascular system	Herz-Kreislauf-System	Herz-Kreislauf-System	A term that refers to individual anatomic parts of the heart or the vessels.	The cardiovascular system is all about the heart and blood vessels.	Beim Herz-Kreislauf-System dreht sich alles um das Herz und die Blutgefäße.
CARDIO_001561	1	conus medullaris	Rückenmarkkegel	Conus medullaris	Branch of right coronary artery which runs over the anterior part of conus arteriosus and supplies the pulmonary conus and the upper part of right ventricle. medullaris	The bottom part of the spinal cord.	Der untere Teil des Rückenmarks.
CARDIO_001562	1	carotid	Halsschlagader	Halsschlagader	Either of the two principal arteries on both sides of the neck that supply blood to the head and neck; each divides into two branches, the internal carotid artery and the external carotid artery.	A big blood vessel that carries oxygen-rich blood from the heart to the head.	Ein großes Blutgefäß, das sauerstoffreiches Blut vom Herzen zum Kopf transportiert.
CARDIO_001563	1	cold ischemia	kalte Ischämie	Kaltischämie	In surgery, the cooling of a tissue, organ, or body part after its blood supply has been reduced or cut off. This can occur while the organ is still in the body or after it is removed from the body if the organ is to be used for transplantation.	Keeping a body part cold after blood flow stops.	Ein Körperteil nach dem Aussetzen der Durchblutung kühl halten.
CARDIO_001564	12	ANGIOPLASTY	ANGIOPLASTIE	Angioplastie	Reconstruction or repair of a blood vessel, which includes the widening of a pathological narrowing of an artery or vein by the removal of atheromatous plaque material and/or the endothelial lining as well, or by dilatation (BALLOON ANGIOPLASTY) to compress an ATHEROMA. Except for ENDARTERECTOMY, usually these procedures are performed via catheterization as minimally invasive ENDOVASCULAR PROCEDURES.	A surgery to widen a narrow blood vessel.	Ein chirurgischer Eingriff zur Erweiterung eines verengten Blutgefäßes.
CARDIO_001565	1	serial cardiac enzymes	serielle Herz-Enzymwerte	serielle Herz-Enzyme	serial cardiac enzymes	A test that checks if someone's heart is damaged.	Ein Test, mit dem geprüft wird, ob das Herz einer Person geschädigt ist.
CARDIO_001566	6	regular rate and rhythm	regelmäßiges Tempo und regelmäßiger Rhythmus	regelmäßige Frequenz und regelmäßiger Rhythmus	regular A measurement of degree, speed, or frequency relative to time. and An electrocardiographic finding in which the cardiac rhythm is controlled by an electrical impulse from an artificial cardiac pacemaker. (CDISC)	How steady and consistent your heart beats.	Wie gleichmäßig und beständig dein Herz schlägt.
CARDIO_001567	1	cardiac rhythm	Herzrhythmus	Herzrhythmus	The recurrent, measured movements (rhythm) of a beating heart.	Your heart's regular thumping.	Das regelmäßige Klopfen deines Herzens.
CARDIO_001568	1	FPL	FPL	FPL	Human LMNA wild-type allele is located within 1q22 and is approximately 25 kb in length. This allele, which encodes prelamin-A/C protein, plays a role in nuclear stability and chromatin structure. Mutations in the LMNA gene are associated with Charcot-Marie-Tooth disease, type 2B1, Hutchinson-Gilford progeria syndrome, Emery-Dreifuss muscular dystrophy, Malouf syndrome, autosomal dominant familial partial lipodystrophy type 2, lethal restrictive dermopathy, autosomal dominant limb girdle muscular dystrophy 1B and autosomal dominant dilated cardiomyopathy 1A..	The FPL is a muscle in your arm that helps bend your thumb.	Der FPL ist ein Muskel im Arm, der dabei hilft, den Daumen zu beugen.
CARDIO_001569	1	BIPSS	BIPSS	BIPSS	A type of surgical portasystemic shunt to reduce portal hypertension with associated complications of esophageal varices and ascites. It is performed percutaneously through the jugular vein and involves the creation of an intrahepatic shunt between the hepatic vein and portal vein. The channel is maintained by a metallic stent. The procedure can be performed in patients who have failed sclerotherapy and is an additional option to the surgical techniques of portocaval, mesocaval, and splenorenal shunts. It takes one to three hours to perform. (JAMA 1995;273(23):1824-30)	A medical test that checks if a hormone issue is due to the pituitary gland looping in venom samples.	Ein medizinischer Test, mit dem überprüft wird, ob eine Hormonstörung auf eine Fehlfunktion der Hypophyse zurückzuführen ist, indem Giftproben untersucht werden.
CARDIO_001570	1	B - type natriuretic peptide	B-Typ-natriuretisches Peptid	B-Typ-natriuretisches Peptid	A trace element with the atomic symbol B, atomic number 5, and atomic weight [10.806; 10.821]. Boron-10, an isotope of boron, is used as a neutron absorber in BORON NEUTRON CAPTURE THERAPY. - A recombinant version of the cardiac neurohormone, human B-type natriuretic peptide (hBNP) produced by the ventricular myocardium. Nesiritide binds to natriuretic peptide receptors on vascular smooth muscle and endothelial cells, through which it triggers guanylate cyclase dependent signal transduction resulting in increase of intracellular concentrations of cGMP. This leads to smooth muscle cell relaxation causing arterial and venous dilatation.	A blood test that measures heart function, specifically indicating heart failure when BNP levels rise.	Ein Bluttest zur Messung der Herzfunktion, der insbesondere bei einem Anstieg der BNP-Werte auf eine Herzinsuffizienz hinweist.
CARDIO_001571	1	Wenckebach cycle	Wenckebach-Zyklus	Wenckebach-Zyklus	An electrocardiographic finding of intermittent failure of atrial electrical impulse conduction to the ventricles, characterized by a progressively lengthening PR interval prior to the block of an atrial impulse. (CDISC)	A Wenckebach cycle on an ECG indicates a specific type of heart rhythm issue.	Ein Wenckebach-Zyklus im EKG weist auf eine bestimmte Art von Herzrhythmusstörung hin.
CARDIO_001572	2	preexcitation	Voranregung	Präexzitation	An abnormality in which the cardiac ventricles depolarize too early as a result of an abnormality of cardiac conduction pathways such as an accessory pathway. [HPO:probinson]	The heart beats too fast because the lower chambers contract too early.	Das Herz schlägt zu schnell, weil sich die unteren Herzkammern zu früh zusammenziehen.
CARDIO_001573	29	coronary artery bypass graft	Koronararterien-Bypass-Transplantat	Koronararterien-Bypass-Transplantat	Surgical therapy of ischemic coronary artery disease achieved by grafting a section of saphenous vein, internal mammary artery, or other substitute between the aorta and the obstructed coronary artery distal to the obstructive lesion.	Heart surgery to create a detour around a blocked artery.	Herzoperation zur Schaffung einer Umgehung einer verstopften Arterie.
CARDIO_001574	1	thoracic aorta	Brustaorta	Brustaorta	The portion of the descending aorta proceeding from the arch of the aorta and extending to the DIAPHRAGM, eventually connecting to the ABDOMINAL AORTA.	The section of the main artery that travels downwards through the chest.	Der Abschnitt der Hauptschlagader, der nach unten durch den Brustkorb verläuft.
CARDIO_001575	1	ARTERIAL PHASE	ARTERIELLE PHASE	ARTERIELLE PHASE	Within an artery (blood vessel that carries blood from the heart to tissues and organs in the body). Works about studies performed to evaluate the safety of diagnostic, therapeutic, or prophylactic drugs, devices, or techniques in healthy subjects and to determine the safe dosage range (if appropriate). These tests also are used to determine pharmacologic and pharmacokinetic properties (toxicity, metabolism, absorption, elimination, and preferred route of administration). They involve a small number of persons and usually last about 1 year. This concept includes phase I studies conducted both in the U.S. and in other countries.	A stage in a CT scan when the contrast is primarily in the arteries, not yet reaching the organs for better visibility.	Eine Phase während einer CT-Untersuchung, in der sich das Kontrastmittel hauptsächlich in den Arterien befindet und die Organe noch nicht erreicht hat, um eine bessere Sichtbarkeit zu gewährleisten.
CARDIO_001576	3	AV node	AV-Knoten	AV-Knoten	A small nodular mass of specialized muscle fibers located in the interatrial septum near the opening of the coronary sinus. It gives rise to the atrioventricular bundle of the conduction system of the heart.	A group of cells in the heart that regulates heart rate.	Eine Gruppe von Zellen im Herzen, die die Herzfrequenz reguliert.
CARDIO_001577	13	aortic valve	Aortenklappe	Aortenklappe	The valve between the left ventricle and the ascending aorta which prevents backflow into the left ventricle.	A part in the heart that controls blood flow.	Ein Teil des Herzens, der den Blutfluss steuert.
CARDIO_001578	8	AORTIC VALVE	AORTENKLAPPE	Aortenklappe	A fibrous membrane that attaches to, and provides support for, the aortic valve leaflets. VALVE	The aortic valve is a flap of tissue in the heart that helps blood flow into the body's largest artery.	Die Aortenklappe ist eine Gewebeklappe im Herzen, die den Blutfluss in die größte Arterie des Körpers unterstützt.
CARDIO_001579	6	AORTIC STENOSIS	AORTENSTENOSE	Aortenstenose	The main trunk of the systemic arteries. STENOSIS	Narrowing of the major artery leaving the heart.	Verengung der Hauptarterie, die vom Herzen ausgeht.
CARDIO_001580	4	MITRAL REGURGITATION	MITRALKLAFFENINSUFFIZIENZ	Mitralklappeninsuffizienz	MITRAL Backflow of blood from the LEFT VENTRICLE into the LEFT ATRIUM due to imperfect closure of the MITRAL VALVE. This can lead to mitral valve regurgitation.	A heart valve problem where blood leaks backwards instead of flowing forward.	Eine Herzklappenfehlfunktion, bei der das Blut zurückfließt, anstatt vorwärts zu fließen.
CARDIO_001581	2	bicuspid	zweispitzig	bikuspid	The valve between the left atrium and left ventricle of the heart.	A bicuspid is a type of heart valve with two flaps instead of the usual three.	Eine Bikuspidalklappe ist eine Herzklappe, die zwei Klappenblätter statt der üblichen drei aufweist.
CARDIO_001582	1	bicommissural	bikommissural	bikommissural	The junction of the upper and lower lips at the corner of the mouth.	A bicommissural valve in the heart has only two flaps instead of the usual three.	Eine bikommissurale Herzklappe hat nur zwei Klappensegel statt der üblichen drei.
CARDIO_001583	3	AORTIC VALVE INSUFFICIENCY	AORTENKLAPPENINSUFFIZIENZ	AORTENKLAPPENINSUFFIZIENZ	The valve between the left ventricle and the ascending aorta which prevents backflow into the left ventricle. INSUFFICIENCY	When the aortic valve doesn't close properly and blood flows in the wrong direction in the heart.	Wenn die Aortenklappe nicht richtig schließt und das Blut im Herzen in die falsche Richtung fließt.
CARDIO_001584	3	aortic	aortisch	Aorten	A fibrous membrane that attaches to, and provides support for, the aortic valve leaflets.	The aortic valve is key in ensuring blood flows out of the heart in one direction into the body's largest artery.	Die Aortenklappe spielt eine entscheidende Rolle dabei, dass das Blut in einer Richtung aus dem Herzen in die größte Arterie des Körpers fließt.
CARDIO_001585	1	endothelial	endothelial	endothelial	A layer of epithelium that lines the heart, blood vessels (ENDOTHELIUM, VASCULAR), lymph vessels (ENDOTHELIUM, LYMPHATIC), and the serous cavities of the body.	Endothelial means the inner layer of a tissue or organ.	„Endothel“ bezeichnet die innere Schicht eines Gewebes oder Organs.
CARDIO_001586	1	Biocor porcine valve	Biocor-Schweineklappe	Biocor-Schweineklappe	Biocor porcine valve	A biocor porcine valve is a pig heart valve used to replace a damaged or diseased aortic or mitral valve in the human heart.	Eine Biocor-Schweineklappe ist eine Herzklappe vom Schwein, die zum Ersatz einer beschädigten oder erkrankten Aorten- oder Mitralklappe im menschlichen Herzen verwendet wird.
CARDIO_001587	1	LEAFLETS	BROSCHÜREN	KLAPPENBLÄTTER	Leaf of cardiac valve which has as its parts the anterior, and posterior leaflets that is attached to the chorda tendinea of left ventricle and to the frbrous ring of mitral valve.	Leaflets are thin pieces that make up a heart valve.	Die Klappensegel sind dünne Blättchen, aus denen eine Herzklappe besteht.
CARDIO_001588	1	SUBVALVULAR	SUBVALVULÄR	SUBVALVULÄR	Narrowing below the PULMONARY VALVE or well below it in the infundibuluar chamber where the pulmonary artery originates, usually caused by a defective VENTRICULAR SEPTUM or presence of fibrous tissues. It is characterized by restricted blood outflow from the RIGHT VENTRICLE into the PULMONARY ARTERY, exertional fatigue, DYSPNEA, and chest discomfort.	A part that provides support and anchoring for heart valves.	Ein Teil, das den Herzklappen Halt und Verankerung bietet.
CARDIO_001589	3	catheter ablation	Katheterablation	Katheterablation	Removal of tissue with electrical current delivered via electrodes positioned at the distal end of a catheter. Energy sources are commonly direct current (DC-shock) or alternating current at radiofrequencies (usually 750 kHz). The technique is used most often to ablate the AV junction and/or accessory pathways in order to interrupt AV conduction and produce AV block in the treatment of various tachyarrhythmias.	A medical procedure that fixes certain irregular heartbeats.	Ein medizinischer Eingriff zur Behandlung bestimmter Herzrhythmusstörungen.
CARDIO_001590	1	AF	AF	AF	Abnormal cardiac rhythm that is characterized by rapid, uncoordinated firing of electrical impulses in the upper chambers of the heart (HEART ATRIA). In such case, blood cannot be effectively pumped into the lower chambers of the heart (HEART VENTRICLES). It is caused by abnormal impulse generation.	A measure of how effectively the heart pumps blood, often used to diagnose heart failure, with a normal range of 50-70 percent.	Ein Maß dafür, wie effektiv das Herz Blut pumpt; wird häufig zur Diagnose von Herzinsuffizienz herangezogen, wobei der Normalbereich bei 50 bis 70 Prozent liegt.
CARDIO_001591	1	active fixation mechanism	aktiver Fixierungsmechanismus	aktiver Fixierungsmechanismus	Exerting influence or producing an effect. The act or operation of holding, suturing, or fastening in a fixed position. A device consisting of moving parts designed to perform a function.	A way to secure pacemaker leads in the heart.	Eine Methode zur Fixierung von Herzschrittmacherelektroden im Herzen.
CARDIO_001592	7	parameters	Parameter	Parameter	Any factor that defines a system and determines (or limits) its performance.	Measures of how well the body is functioning, like heart rate.	Messgrößen für die Funktionsfähigkeit des Körpers, wie beispielsweise die Herzfrequenz.
CARDIO_001593	1	active fixation	aktive Fixierung	aktive Fixierung	The act or operation of holding, suturing, or fastening in a fixed position.	A way to safely position the pacemaker wires in the heart.	Eine Methode zur sicheren Platzierung der Herzschrittmacher-Elektroden im Herzen.
CARDIO_001594	1	pacing	Schrittfrequenz	Pacing	pacing	Pacing is a measure of how efficiently a pacemaker and heart are working together.	Die Stimulationsfrequenz ist ein Maß dafür, wie effizient ein Herzschrittmacher und das Herz zusammenarbeiten.
CARDIO_001595	1	pacing	Schrittfrequenz	Stimulation	pacing	Pacing is a way to check how well a pacemaker is working.	Die Stimulation ist eine Methode, um zu überprüfen, wie gut ein Herzschrittmacher funktioniert.
CARDIO_001596	4	R wave	R-Welle	R-Welle	An electrocardiographic finding of an R wave variant in which there is a small deflection of the R wave, with changing polarity, within the QRS complex.	A type of heart activity shown on an electrocardiogram.	Eine Art von Herzaktivität, die im Elektrokardiogramm dargestellt wird.
CARDIO_001597	7	aortogram	Aortogramm	Aortogramm	Radiographic visualization of the aorta and its branches by injection of contrast media, using percutaneous puncture or catheterization procedures.	An aortogram is an X-ray that shows the largest artery in the body.	Ein Aortogramm ist eine Röntgenaufnahme, die die größte Arterie des Körpers darstellt.
CARDIO_001598	2	flush catheter	Spülkatheter	Spülkatheter	A saline solution used to force an agent from tubing and peripheral veins into the central blood volume. A hollow tube with a balloon or sail tip that is advanced into the pulmonary artery to measure right heart pressure and cardiac output, and enable mixed venous blood sampling.	A thin tube used to inject dye quickly into blood vessels for better imaging.	Ein dünner Schlauch, mit dem Kontrastmittel schnell in die Blutgefäße injiziert wird, um eine bessere Bildgebung zu ermöglichen.
CARDIO_001599	1	portasystemic gradient	portasystemischer Gradient	portasystemischer Gradient	Surgical venous shunt between the portal and systemic circulation to effect decompression of the portal circulation. It is performed primarily in the treatment of bleeding esophageal varices resulting from portal hypertension. Types of shunt include portacaval, splenorenal, mesocaval, splenocaval, left gastric-caval (coronary-caval), portarenal, umbilicorenal, and umbilicocaval. Anterior gradient protein 3 homolog (166 aa, ~19 kDa) is encoded by the human AGR3 gene. This protein may involved in the regulation of cilia motion.	Difference in blood pressure between two blood vessels, often elevated in liver disease.	Blutdruckunterschied zwischen zwei Blutgefäßen, der bei Lebererkrankungen häufig erhöht ist.
CARDIO_001600	1	Contak Renewal CR -	Contak Renewal CR –	Contak Renewal CR –	Contak Renewal CR -	A pacemaker used for treating heart failure.	Ein Herzschrittmacher zur Behandlung von Herzinsuffizienz.
CARDIO_001601	1	R - to - R interval	R-zu-R-Intervall	R – R-Intervall	A unit of exposure to ionizing radiation in CGS system. One roentgen is the amount of gamma or x-rays required to produce ions resulting in a charge of 2.58E-4 coulombs/kilogram of air under standard conditions. - to - A unit of exposure to ionizing radiation in CGS system. One roentgen is the amount of gamma or x-rays required to produce ions resulting in a charge of 2.58E-4 coulombs/kilogram of air under standard conditions. The time interval between the start of the P wave and the beginning of the QRS complex in the cardiac cycle.	The time gap between two consecutive R waves in an EKG.	Der Zeitabstand zwischen zwei aufeinanderfolgenden R-Wellen in einem EKG.
CARDIO_001602	4	ECHOCARDIOGRAM	ECHOKARDIOGRAMM	Echokardiogramm	An image of the heart produced by ultrasonography.	A heart picture using sound waves.	Ein Herzbild mithilfe von Schallwellen.
CARDIO_001603	12	stress	Stress	Belastung	Controlled physical activity which is performed in order to allow assessment of physiological functions, particularly cardiovascular and pulmonary, but also aerobic capacity. Maximal (most intense) exercise is usually required but submaximal exercise is also used.	Stress is when your heart is put to the test by exercising or using medication to see how it performs under pressure.	Unter Belastung versteht man, wenn das Herz durch körperliche Belastung oder den Einsatz von Medikamenten auf die Probe gestellt wird, um zu sehen, wie es unter Druck funktioniert.
CARDIO_001604	1	FSE breathhold	FSE-Atemstillstand	FSE-Atemstillstand	A technique that utilizes a wire attached to the fetal scalp to monitor fetal heart rate. The wire detects fetal cardiac electrical activity to determine the baseline fetal heart rate and variability. breathhold	A way to quickly capture MRI images of moving organs like the heart by holding your breath.	Eine Methode, um durch Atemstillstand schnell MRT-Bilder von sich bewegenden Organen wie dem Herzen aufzunehmen.
CARDIO_001605	4	pulse	Puls	Puls	The rate of the pulse as observed in an artery, expressed as beats per minute. It can be measured at several anatomical sites, including the wrist, neck, temple, groin, behind the knees, or on top of the foot.	A pulse is a brief burst of energy or vibration.	Ein Impuls ist ein kurzer Energie- oder Schwingungsstoß.
CARDIO_001606	1	axial diffusion - weighted	axiale Diffusionsgewichtete Bildgebung	axiale Diffusion – gewichtet	A bipolar electrocardiogram limb lead which records the voltage between the positive electrode near the apex of the heart (located in the ICS of left 5-6 rib close to the sternum) and the negative electrode behind the right ear near the right mastoid process. (CDISC) diffusion - The relative importance granted to something.	A specific type of MRI scan that provides detailed images of the body's internal structures.	Eine spezielle Art der MRT-Untersuchung, die detaillierte Bilder der inneren Strukturen des Körpers liefert.
CARDIO_001607	13	gradient echo	Gradienten-Echo	Gradientenecho	Problem associated with the increased rate of change in temperature, pressure, or other variables as a function of distance, time, etc. echo	A technique utilized during an MRI scan to capture images inside the body.	Eine Technik, die bei einer MRT-Untersuchung eingesetzt wird, um Bilder aus dem Körperinneren aufzunehmen.
CARDIO_001608	9	axial sections	Axialschnitte	axiale Schnitte	A bipolar electrocardiogram limb lead which records the voltage between the positive electrode near the apex of the heart (located in the ICS of left 5-6 rib close to the sternum) and the negative electrode behind the right ear near the right mastoid process. (CDISC) sections	A cross-sectional image showing the inside of the body.	Eine Querschnittsdarstellung, die das Innere des Körpers zeigt.
CARDIO_001609	1	Pulmonary artery	Lungenarterie	Lungenarterie	The short wide vessel arising from the conus arteriosus of the right ventricle and conveying unaerated blood to the lungs.	A big blood vessel that transports oxygen-poor blood from the heart to the lungs.	Ein großes Blutgefäß, das sauerstoffarmes Blut vom Herzen zur Lunge transportiert.
CARDIO_001610	2	map	Karte	map	The mean pressure of the blood within the arterial circulation. The arterial pressure may be directly measured by insertion of an intra-arterial catheter connected to a transducer. The mean arterial pressure (MAP) can be calculated by subsequent analysis of the waveform. MAP can be approximated without an invasive procedure using the following formula: diastolic pressure plus 1/3 of the pulse pressure, where pulse pressure is systolic pressure - diastolic pressure.	It is a word used to show the standard blood pressure level of a person.	Dieser Begriff wird verwendet, um den normalen Blutdruckwert einer Person anzugeben.
CARDIO_001611	1	Technetium-99 m	Technetium-99m	Technetium-99m	A radiopharmaceutical consisting of tetrofosmin, composed of two bidentate diphosphine ligands chelating the metastable radioisotope technetium Tc-99 (99mTc), with potential imaging activity upon SPECT (single photon emission computed tomography). Upon administration, technetium Tc 99m tetrofosmin is preferentially taken up by, and accumulates in, myocardial cells. Upon imaging, myocardial cells can be visualized and changes in ischemia and/or perfusion can be detected.	A liquid drug containing radioactive material used for lung scans.	Ein flüssiges Arzneimittel, das radioaktives Material enthält und für Lungenuntersuchungen verwendet wird.
CARDIO_001612	1	Technetium-99 m	Technetium-99m	Technetium-99m	A radiopharmaceutical consisting of tetrofosmin, composed of two bidentate diphosphine ligands chelating the metastable radioisotope technetium Tc-99 (99mTc), with potential imaging activity upon SPECT (single photon emission computed tomography). Upon administration, technetium Tc 99m tetrofosmin is preferentially taken up by, and accumulates in, myocardial cells. Upon imaging, myocardial cells can be visualized and changes in ischemia and/or perfusion can be detected.	A radioactive substance used in medical imaging tests.	Ein radioaktiver Stoff, der bei bildgebenden medizinischen Untersuchungen zum Einsatz kommt.
CARDIO_001613	3	fast spin echo T2	Fast-Spin-Echo-T2	Schnelles Spin-Echo T2	fast spin echo T2	A technique in MRI that produces detailed images quickly.	Eine Technik in der MRT, mit der sich schnell detaillierte Bilder erstellen lassen.
CARDIO_001614	6	Epithelial Cells	Epithelzellen	Epithelzellen	Cells that line the inner and outer surfaces of the body by forming cellular layers (EPITHELIUM) or masses. Epithelial cells lining the SKIN; the MOUTH; the NOSE; and the ANAL CANAL derive from ectoderm; those lining the RESPIRATORY SYSTEM and the DIGESTIVE SYSTEM derive from endoderm; others (CARDIOVASCULAR SYSTEM and LYMPHATIC SYSTEM) derive from mesoderm. Epithelial cells can be classified mainly by cell shape and function into squamous, glandular and transitional epithelial cells.	Cells that form the skin and linings of body surfaces.	Zellen, aus denen die Haut und die Auskleidungen der Körperoberflächen bestehen.
CARDIO_001615	2	benazepril	Benazepril	Benazepril	A carboxyl-containing angiotensin-converting enzyme (ACE) inhibitor with antihypertensive activity. As a prodrug, benazepril is metabolized to its active form benazeprilat. Benazeprilat competitively binds to and inhibits ACE, thereby blocking the conversion of angiotensin I to angiotensin II. This prevents the potent vasoconstrictive actions of angiotensin II resulting in vasodilation. Benazeprilat also decreases angiotensin II-induced aldosterone secretion by the adrenal cortex, which leads to an increase in sodium excretion and subsequently increases water outflow.	A medication that helps improve blood circulation and reduce high blood pressure.	Ein Medikament, das zur Verbesserung der Durchblutung und zur Senkung von Bluthochdruck beiträgt.
CARDIO_001616	4	cardiovascular silhouette	Silhouette des Herz-Kreislauf-Systems	kardiovaskuläre Silhouette	Having to do with the heart and blood vessels. silhouette	A visual representation of the heart's structure.	Eine visuelle Darstellung des Aufbaus des Herzens.
CARDIO_001617	2	Vascular dementia	Vaskuläre Demenz	Vaskuläre Demenz	An imprecise term referring to dementia associated with CEREBROVASCULAR DISORDERS, including CEREBRAL INFARCTION (single or multiple), and conditions associated with chronic BRAIN ISCHEMIA. Diffuse, cortical, and subcortical subtypes have been described. (From Gerontol Geriatr 1998 Feb;31(1):36-44)	Vascular dementia is a type of memory loss caused by damage to the brain from strokes.	Die vaskuläre Demenz ist eine Form des Gedächtnisverlusts, die durch Schädigungen des Gehirns infolge von Schlaganfällen verursacht wird.
CARDIO_001618	5	Tachycardia	Tachykardie	Tachykardie	A disorder characterized by a dysrhythmia with a heart rate greater than 100 beats per minute that originates in the sinus node.	When your heart is beating faster than normal, it's called tachycardia.	Wenn Ihr Herz schneller als normal schlägt, spricht man von Tachykardie.
CARDIO_001619	1	paroxymal supraventricular tachycardia	paroxysmale supraventrikuläre Tachykardie	paroxysmale supraventrikuläre Tachykardie	paroxymal A disorder characterized by a dysrhythmia with a heart rate greater than 100 beats per minute that originates above the ventricles.	Fast heart rate that comes and goes unpredictably.	Eine schnelle Herzfrequenz, die unvorhersehbar auftritt und wieder verschwindet.
CARDIO_001620	1	T -	T –	T -	The dimension of the physical universe which, at a given place, orders the sequence of events. (McGraw-Hill Dictionary of Scientific and Technical Terms, 6th ed) -	The time it takes for the heart's ventricle to recharge shown on an EKG.	Die Zeit, die der Herzventrikel benötigt, um sich wieder aufzuladen, wie sie im EKG dargestellt wird.
CARDIO_001621	6	aVF	aVF	aVF	An augmented unipolar electrocardiogram limb lead in which the positive (red) electrode is situated on the left pelvic limb and the negative electrode is a combination of the right thoracic limb (white) electrode and the left thoracic limb (black) electrode. Measures the electrical activity of the electrode on the left pelvic limb.	An electrical signal recorded during a heart test to track heart activity.	Ein elektrisches Signal, das während einer Herzuntersuchung aufgezeichnet wird, um die Herzaktivität zu überwachen.
CARDIO_001622	8	QRS	QRS	QRS	An electrocardiographic finding that represents depolarization of the ventricular myocardium. Normally the ventricles are activated simultaneously.	The QRS is the electrical activity pattern of the heart.	Das QRS ist das Muster der elektrischen Aktivität des Herzens.
